repo,alg,base_rt,base_mem,rt1,pp1,mem1,races1,rt2,pp2,mem2,races2,rt3,pp3,mem3,races3
tv2norge-collab/java-serf-client,syncp,5.20,233472,FAIL,,,,FAIL,,,,FAIL,,,
kevinsawicki/http-request,shbepoch,2.95,387952,FAIL,,,,FAIL,,,,FAIL,,,
agapsys/embedded-servlet-container,hbepoch,2.17,276264,203.19,17.33,9129940,79,206.50,16.55,5062840,108,210.24,16.76,9343136,90
agapsys/embedded-servlet-container,shbepoch,1.75,267488,205.26,16.48,11296324,15,211.83,16.72,10898880,6,207.13,16.80,11265916,15
j-easy/easy-flows,goldilocks,2.68,319684,101.75,3.72,6340184,1,101.39,5.05,5638880,1,106.79,6.06,6350020,1
jclawson/jackson-dataformat-hocon,wcp,2.39,259168,59.23,4.36,7622052,5,61.77,4.76,6712444,5,68.06,4.55,7277836,5
jclawson/jackson-dataformat-hocon,shbepoch,2.50,265892,64.80,6.49,2114824,3,68.22,6.29,1958548,3,76.18,7.48,1875384,3
jclawson/jackson-dataformat-hocon,goldilocks,2.36,260900,65.24,6.12,2623700,5,75.88,6.32,2691388,5,73.40,6.33,2535488,5
buddycloud/buddycloud-server-java,fhb,10.93,620736,82.12,6.50,1161564,1,90.83,6.72,1132924,0,87.10,6.58,1165656,0
buddycloud/buddycloud-server-java,shbepoch,5.57,654620,80.05,6.43,1050544,0,88.18,6.31,1067604,0,88.97,6.30,1065868,0
buddycloud/buddycloud-server-java,hb,11.69,628540,83.43,8.01,1048012,0,87.48,7.62,1053236,0,94.43,9.62,1059420,0
agapsys/embedded-servlet-container,lockset,2.04,317992,242.55,18.54,10661540,306,247.12,17.67,10736408,306,245.13,18.12,10678836,247
InfoSec812/sonar-auth-google,hb,6.68,408532,FAIL,,,,FAIL,,,,FAIL,,,
buddycloud/channel-directory,hb,3.74,251940,FAIL,,,,FAIL,,,,FAIL,,,
InfoSec812/sonar-auth-google,shbepoch,5.67,354588,FAIL,,,,FAIL,,,,FAIL,,,
InfoSec812/sonar-auth-google,lockset,5.04,357520,FAIL,,,,FAIL,,,,FAIL,,,
buddycloud/buddycloud-server-java,lockset,11.02,605832,100.75,8.56,1056756,0,111.44,8.80,1048316,0,115.22,7.86,1055132,0
InfoSec812/sonar-auth-google,fhb,5.34,371712,FAIL,,,,FAIL,,,,FAIL,,,
m-czernek/acrobot,fhb,10.95,548168,FAIL,,,,FAIL,,,,FAIL,,,
InfoSec812/sonar-auth-google,hbepoch,6.65,357532,FAIL,,,,FAIL,,,,FAIL,,,
InfoSec812/sonar-auth-google,shb,6.71,351048,FAIL,,,,FAIL,,,,FAIL,,,
kevinsawicki/http-request,shb,2.79,384644,FAIL,,,,FAIL,,,,FAIL,,,
agapsys/embedded-servlet-container,shb,2.06,268916,255.23,19.59,11491080,15,260.88,18.88,11446796,15,268.76,18.37,11474784,15
buddycloud/channel-directory,shbepoch,3.70,258348,FAIL,,,,FAIL,,,,FAIL,,,
vbauer/herald,shbepoch,7.82,333736,FAIL,,,,FAIL,,,,FAIL,,,
vbauer/herald,shb,7.06,334260,FAIL,,,,FAIL,,,,FAIL,,,
vbauer/herald,lockset,7.00,346732,FAIL,,,,FAIL,,,,FAIL,,,
vbauer/herald,hbepoch,7.04,342568,FAIL,,,,FAIL,,,,FAIL,,,
vbauer/herald,fhb,7.11,331776,FAIL,,,,FAIL,,,,FAIL,,,
buddycloud/buddycloud-server-java,shb,6.83,605184,169.00,11.74,1021264,0,139.18,10.44,945836,0,135.07,10.67,1032680,0
dyorgio/cpu-watcher,shb,85.36,588724,233.40,34.85,734492,3,242.44,35.05,750268,4,237.30,34.53,688068,3
dyorgio/cpu-watcher,shbepoch,85.87,589824,332.74,41.08,1736940,4,326.55,41.44,1426620,3,FAIL,,,
j-easy/easy-flows,wcp,3.48,303336,203.54,5.90,29452300,1,194.26,4.39,29171928,1,187.08,4.41,30872892,1
buddycloud/channel-directory,hbepoch,3.78,296984,FAIL,,,,FAIL,,,,FAIL,,,
dyorgio/cpu-watcher,hbepoch,85.63,562936,317.52,29.92,689072,4,218.56,21.76,691192,4,296.75,30.61,716908,4
buddycloud/buddycloud-server-java,goldilocks,6.81,595332,195.53,10.69,1221544,11,184.65,10.56,1207660,3,177.74,10.65,1201784,3
javadelight/delight-fileupload,syncp,2.67,461308,217.17,1.25,12221916,0,218.61,0.45,12211776,0,227.83,0.31,12180324,0
agapsys/embedded-servlet-container,fhb,2.00,264444,309.97,17.44,18902152,6,311.99,17.51,21464424,13,366.26,21.54,23701988,6
NetsOSS/embedded-jetty,hbepoch,9.26,376296,FAIL,,,,FAIL,,,,FAIL,,,
NetsOSS/embedded-jetty,shb,9.18,353280,FAIL,,,,FAIL,,,,FAIL,,,
zhanyeye/DesSim,hbepoch,3.93,311896,334.03,31.45,713056,44,345.35,34.63,684728,54,357.39,33.81,712508,72
buddycloud/channel-directory,lockset,4.91,264192,FAIL,,,,FAIL,,,,FAIL,,,
agapsys/embedded-servlet-container,hb,2.10,254872,346.23,17.45,2763496,115,349.46,17.67,3096828,124,353.13,17.78,1942088,124
NetsOSS/embedded-jetty,lockset,9.17,358928,FAIL,,,,FAIL,,,,FAIL,,,
NetsOSS/embedded-jetty,hb,10.40,376168,FAIL,,,,FAIL,,,,FAIL,,,
m-czernek/acrobot,lockset,10.13,531040,416.41,45.05,11364736,210,454.08,47.03,11384744,346,426.65,44.78,11334092,211
NetsOSS/embedded-jetty,shbepoch,9.12,392396,FAIL,,,,FAIL,,,,FAIL,,,
NetsOSS/embedded-jetty,fhb,10.10,383908,FAIL,,,,FAIL,,,,FAIL,,,
InfoSec812/sonar-auth-google,goldilocks,6.44,391312,FAIL,,,,FAIL,,,,FAIL,,,
m-czernek/acrobot,shb,10.48,540628,468.56,47.68,12514096,19,472.58,46.55,12466908,14,482.49,45.88,12520240,20
kevinsawicki/http-request,hbepoch,3.37,339548,FAIL,,,,FAIL,,,,FAIL,,,
kevinsawicki/http-request,hb,3.17,342188,FAIL,,,,FAIL,,,,FAIL,,,
kevinsawicki/http-request,lockset,2.58,340992,FAIL,,,,FAIL,,,,FAIL,,,
dubasdey/portable-ftp-server,syncp,1.48,242688,350.54,0.50,13076708,0,370.39,0.33,13830504,0,357.53,0.19,13134348,0
m-czernek/acrobot,shbepoch,11.05,573412,521.90,50.32,12449912,20,519.70,50.32,12345096,20,FAIL,,,
buddycloud/channel-directory,shb,4.02,293724,FAIL,,,,FAIL,,,,FAIL,,,
m-czernek/acrobot,hb,11.16,544980,520.82,50.23,13065420,36,500.16,48.44,13107888,34,532.77,49.18,13039068,33
kevinsawicki/http-request,fhb,2.77,340356,FAIL,,,,FAIL,,,,FAIL,,,
buddycloud/channel-directory,fhb,3.64,295920,FAIL,,,,FAIL,,,,FAIL,,,
m-czernek/acrobot,hbepoch,9.35,558176,567.84,54.00,11077512,34,568.09,54.75,11076100,28,584.41,55.01,11099612,33
NetsOSS/embedded-jetty,goldilocks,6.19,346764,FAIL,,,,FAIL,,,,FAIL,,,
dyorgio/cpu-watcher,hb,87.62,594384,567.60,57.17,1305424,4,FAIL,,,,FAIL,,,
zhanyeye/DesSim,lockset,2.59,279560,494.48,136.49,1030284,375,512.33,177.72,1026056,383,487.11,185.67,1057328,388
dyorgio/cpu-watcher,goldilocks,84.63,579536,551.96,22.24,1903036,4,635.45,30.86,2084088,4,580.76,28.18,4376444,4
jalpedersen/jetty-hazelcast,goldilocks,2.95,242688,666.76,12.09,13274560,58,745.57,12.03,14619236,31,697.59,12.07,14869596,28
buddycloud/buddycloud-server-java,wcp,39.17,630136,783.79,16.91,1262812,0,460.76,15.46,1271356,0,233.72,15.04,1274044,0
520github/fw-perf-test,lockset,2.32,263948,738.79,67.24,701568,44,756.00,66.92,712976,44,736.62,69.07,717036,44
520github/fw-perf-test,fhb,2.33,259168,739.16,65.25,769328,4,749.92,63.89,793676,2,754.43,64.87,788904,2
520github/fw-perf-test,shbepoch,2.54,268120,744.20,67.20,711972,4,770.12,65.28,699920,2,776.77,67.32,699100,2
dyorgio/cpu-watcher,lockset,85.69,556552,566.03,127.77,8238688,13,591.14,159.76,9255116,13,648.29,166.32,9290460,13
dyorgio/cpu-watcher,fhb,85.71,566628,759.56,190.33,12338300,5,FAIL,,,,FAIL,,,
520github/fw-perf-test,wcp,3.81,272024,800.56,71.84,9770752,19,820.06,68.61,8833876,19,840.46,78.81,9628716,24
zhanyeye/DesSim,fhb,9.57,292600,795.15,86.33,419080,72,812.64,89.76,419300,64,787.20,106.04,432024,62
520github/fw-perf-test,hb,1.60,230400,882.25,80.18,687348,11,877.21,77.91,680652,11,860.03,80.48,680972,11
520github/fw-perf-test,shb,1.69,233472,875.38,76.83,676764,2,892.62,77.59,699208,2,872.52,77.58,685392,2
520github/fw-perf-test,hbepoch,1.75,230400,882.51,82.44,676936,11,881.63,81.01,677120,11,871.11,82.96,681396,19
majusko/grpc-jwt-spring-boot-starter,shb,17.83,424312,754.27,32.22,5311040,2,763.44,31.89,5109044,2,792.12,35.36,5157616,2
majusko/grpc-jwt-spring-boot-starter,lockset,17.77,376928,823.86,42.83,3439384,16,817.24,42.14,3252924,16,815.44,43.28,3298684,57
majusko/grpc-jwt-spring-boot-starter,hbepoch,12.43,412032,1067.76,40.09,10965392,2,1153.85,34.52,10192392,2,1187.22,36.76,10944696,2
majusko/grpc-jwt-spring-boot-starter,shbepoch,13.31,427852,1342.41,91.88,9264244,2,1359.26,93.85,4446228,2,1378.14,94.00,4948548,2
majusko/grpc-jwt-spring-boot-starter,hb,12.92,426948,1300.11,91.88,4442772,2,1337.93,119.70,4884148,2,1416.89,92.58,4360708,2
zhanyeye/DesSim,goldilocks,3.05,307044,1199.02,72.52,737528,65,835.53,87.06,775800,104,3245.55,74.03,1044284,93
bingoohuang/westid,hb,7.07,298772,FAIL,,,,FAIL,,,,FAIL,,,
bingoohuang/westid,fhb,6.22,305348,FAIL,,,,FAIL,,,,FAIL,,,
vbauer/herald,goldilocks,7.11,331776,FAIL,,,,FAIL,,,,FAIL,,,
bingoohuang/westid,wcp,5.86,291840,FAIL,,,,FAIL,,,,4139.22,536.46,14739596,2
jalpedersen/jetty-hazelcast,shbepoch,4.92,267808,91.44,6.74,5256500,7,87.78,6.90,5585604,7,FAIL,,,
bingoohuang/westid,hbepoch,7.63,303604,5592.42,755.80,1813044,73,5587.72,742.72,729548,78,5641.54,739.67,1905180,70
520github/fw-perf-test,goldilocks,1.68,233472,7349.58,81.01,1531536,11,6900.12,77.30,1482568,14,6673.65,77.64,1719840,11
buddycloud/buddycloud-server-java,syncp,8.53,630708,7332.54,14.74,1261456,0,7599.07,9.12,1277484,0,7644.37,9.25,1259796,0
dyorgio/cpu-watcher,wcp,90.49,538120,FAIL,,,,FAIL,,,,FAIL,,,
zhanyeye/DesSim,wcp,2.24,271480,FAIL,,,,44.21,4.45,1110700,91,FAIL,,,
zhanyeye/DesSim,shb,5.61,314068,FAIL,,,,FAIL,,,,FAIL,,,
