RV-Predict,failures: 32,,,,,,,,,,,,,,,,,
repo,instrumentation,event_logging,window_const,candidate_gen,smt_solving,reporting,project,other,blocking,sum,instrumentation,event_logging,window_const,candidate_gen,smt_solving,reporting,project,other
tguzik/m2u,171,0,2,0,0,0,0,62,1050,235,72.80%,0.00%,0.90%,0.00%,0.00%,0.00%,0.00%,26.40%
laforge49/JFile,308,5,81,22,3319,0,79,50,9092,3864,8.00%,0.10%,2.10%,0.60%,85.90%,0.00%,2.00%,1.30%
fusesource/hawtjournal,151,59,326,32,2144,0,237,77,12703,3026,5.00%,1.90%,10.80%,1.10%,70.90%,0.00%,7.80%,2.50%
rbuck/java-retry,122,3,21,20,10411,0,41,94,6030,10712,1.10%,0.00%,0.20%,0.20%,97.20%,0.00%,0.40%,0.90%
mikebrock/jboss-websockets,76,0,0,0,0,0,5,18,18199,99,76.80%,0.00%,0.00%,0.00%,0.00%,0.00%,5.10%,18.20%
matzew/simple-websocket-client,950,40,156,25,1484,0,337,61,975,3053,31.10%,1.30%,5.10%,0.80%,48.60%,0.00%,11.00%,2.00%
lusis/zmq-appender,73,6,25,2,15,0,23,14,82,158,46.20%,3.80%,15.80%,1.30%,9.50%,0.00%,14.60%,8.90%
rpuch/xremoting,623,136,271,16,60,0,705,68,571,1879,33.20%,7.20%,14.40%,0.90%,3.20%,0.00%,37.50%,3.60%
timroes/aXMLRPC,1628,197,258,19,186,4,1360,189,285,3841,42.40%,5.10%,6.70%,0.50%,4.80%,0.10%,35.40%,4.90%
PhantomThief/thrift-pool-client,141,0,1,0,0,0,20,101,12249,263,53.60%,0.00%,0.40%,0.00%,0.00%,0.00%,7.60%,38.40%
basdijkstra/tau-rest-assured,906,262,264,13,92,2,1075,87,140,2701,33.50%,9.70%,9.80%,0.50%,3.40%,0.10%,39.80%,3.20%
hackingwu/Java-Promise,135,0,27,9,62,1,4,46,1041,284,47.50%,0.00%,9.50%,3.20%,21.80%,0.40%,1.40%,16.20%
pf4j/pf4j-update,223,7,32,4,37,2,369,42,61,716,31.10%,1.00%,4.50%,0.60%,5.20%,0.30%,51.50%,5.90%
kevinsawicki/etag-cache,276,5,54,12,199,3,190,37,200,776,35.60%,0.60%,7.00%,1.50%,25.60%,0.40%,24.50%,4.80%
googleads/adwords-scripts-linkchecker,1235,320,328,11,47,0,496,72,3461,2509,49.20%,12.80%,13.10%,0.40%,1.90%,0.00%,19.80%,2.90%
xebia-france/xebia-servlet-extras,444,14,92,13,61,6,469,58,383,1157,38.40%,1.20%,8.00%,1.10%,5.30%,0.50%,40.50%,5.00%
taksan/skype-java-api,270,5,16,8,281,0,45,63,3832,688,39.20%,0.70%,2.30%,1.20%,40.80%,0.00%,6.50%,9.20%
twilio/authy-java,592,124,794,68,5,0,1531,122,286,3236,18.30%,3.80%,24.50%,2.10%,0.20%,0.00%,47.30%,3.80%
lialun/EasyCache,554,47,160,2,13,1,198,238,1510,1213,45.70%,3.90%,13.20%,0.20%,1.10%,0.10%,16.30%,19.60%
seaswalker/netty-wheel,156,2,5,0,0,0,94,21,3694,278,56.10%,0.70%,1.80%,0.00%,0.00%,0.00%,33.80%,7.60%
m-czernek/acrobot,2204,317,215,18,9,0,1409,72,981,4244,51.90%,7.50%,5.10%,0.40%,0.20%,0.00%,33.20%,1.70%
jalpedersen/jetty-hazelcast,563,38,68,15,44,0,244,38,325,1010,55.70%,3.80%,6.70%,1.50%,4.40%,0.00%,24.20%,3.80%
kristofa/mock-http-server,337,66,163,9,21,0,319,102,82,1017,33.10%,6.50%,16.00%,0.90%,2.10%,0.00%,31.40%,10.00%
gturri/aXMLRPC,1314,144,216,19,161,2,1289,180,230,3325,39.50%,4.30%,6.50%,0.60%,4.80%,0.10%,38.80%,5.40%
cogroo/cogroo4,1111,317,242,0,0,0,395,204,15726,2269,49.00%,14.00%,10.70%,0.00%,0.00%,0.00%,17.40%,9.00%
kabutz/striped-executor-service,172,4,32,11,5,0,45,58,4333,327,52.60%,1.20%,9.80%,3.40%,1.50%,0.00%,13.80%,17.70%
draeger-lab/EscherConverter,1185,45855,69238,7,10,0,10381,436,636,127112,0.90%,36.10%,54.50%,0.00%,0.00%,0.00%,8.20%,0.30%
VaughnVernon/mockroservices-java,135,4,38,11,55,1,34,66,643,344,39.20%,1.20%,11.00%,3.20%,16.00%,0.30%,9.90%,19.20%
jitsi/otr4j,524,637,486,10,81,3,280,57,472,2078,25.20%,30.70%,23.40%,0.50%,3.90%,0.10%,13.50%,2.70%
RuntimeTools/javametrics,168,2,18,3,86,2,25,47,7889,351,47.90%,0.60%,5.10%,0.90%,24.50%,0.60%,7.10%,13.40%
yangfuhai/jboot,1540,606,102,6,3,0,1549,100,174,3906,39.40%,15.50%,2.60%,0.20%,0.10%,0.00%,39.70%,2.60%
mlieshoff/jcrapi,514,575,1237,5,122,0,809,132,3581,3394,15.10%,16.90%,36.40%,0.10%,3.60%,0.00%,23.80%,3.90%
Terracotta-OSS/ipc-eventbus,175,12,43,21,128,0,26,68,4609,473,37.00%,2.50%,9.10%,4.40%,27.10%,0.00%,5.50%,14.40%
vidstige/jadb,329,35,40,11,49,3,267,56,74,790,41.60%,4.40%,5.10%,1.40%,6.20%,0.40%,33.80%,7.10%
fleipold/jproc,100,44,89,11,16,0,53,24,2531,337,29.70%,13.10%,26.40%,3.30%,4.70%,0.00%,15.70%,7.10%
sahan/ZombieLink,1575,859,2166,101,726,0,5414,449,3039,11290,14.00%,7.60%,19.20%,0.90%,6.40%,0.00%,48.00%,4.00%
sndyuk/logback-more-appenders,851,75,104,1,0,0,216,68,1788,1315,64.70%,5.70%,7.90%,0.10%,0.00%,0.00%,16.40%,5.20%
PvdBerg1998/PNet,202,215,793,11,72,1,131,39,669,1464,13.80%,14.70%,54.20%,0.80%,4.90%,0.10%,8.90%,2.70%
hazelcast/hazelcast-azure,960,133,435,30,30,0,1304,175,1862,3067,31.30%,4.30%,14.20%,1.00%,1.00%,0.00%,42.50%,5.70%
ccidral/tomighty,650,77,53,9,17,0,196,75,914,1077,60.40%,7.10%,4.90%,0.80%,1.60%,0.00%,18.20%,7.00%
520github/fw-parallel-task,46,1,14,2,10,1,11,34,5380,119,38.70%,0.80%,11.80%,1.70%,8.40%,0.80%,9.20%,28.60%
jalkanen/speed4j,106,128,329,10,276,0,43,28,15386,920,11.50%,13.90%,35.80%,1.10%,30.00%,0.00%,4.70%,3.00%
matthewhorridge/binaryowl,1394,124,589,13,71,3,366,91,216,2651,52.60%,4.70%,22.20%,0.50%,2.70%,0.10%,13.80%,3.40%
buddycloud/channel-directory,555,79,228,19,7,0,365,55,1558,1308,42.40%,6.00%,17.40%,1.50%,0.50%,0.00%,27.90%,4.20%
soot-oss/heros,770,244,114,0,31,0,305,89,356,1553,49.60%,15.70%,7.30%,0.00%,2.00%,0.00%,19.60%,5.70%
maestrano/maestrano-java,293,24,55,9,22,2,239,67,60,711,41.20%,3.40%,7.70%,1.30%,3.10%,0.30%,33.60%,9.40%
zeroturnaround/zt-process-killer,169,10,34,10,12,0,84,20,12232,339,49.90%,2.90%,10.00%,2.90%,3.50%,0.00%,24.80%,5.90%
Sable/heros,280,93,26,2,10,0,125,31,111,567,49.40%,16.40%,4.60%,0.40%,1.80%,0.00%,22.00%,5.50%
elisarver/selophane,514,20,53,0,4,0,179,25,1197,795,64.70%,2.50%,6.70%,0.00%,0.50%,0.00%,22.50%,3.10%
blackdoor/blackdoor,72,5,4,1,3,0,36,61,20,182,39.60%,2.70%,2.20%,0.50%,1.60%,0.00%,19.80%,33.50%
gilbutITbook/006955,562,2,1,0,18,4,56,69,1843,712,78.90%,0.30%,0.10%,0.00%,2.50%,0.60%,7.90%,9.70%
graylog-labs/log4j2-gelf,573,30,26,0,0,0,147,110,624,886,64.70%,3.40%,2.90%,0.00%,0.00%,0.00%,16.60%,12.40%
anomalizer/tungsten-fsm,246,25,51,17,19,0,19,67,1135,444,55.40%,5.60%,11.50%,3.80%,4.30%,0.00%,4.30%,15.10%
salyh/javamail-mock2,191,26,53,5,7,0,84,41,172,407,46.90%,6.40%,13.00%,1.20%,1.70%,0.00%,20.60%,10.10%
coolstuffsoftware/owncloud-spring-boot-starter,38328,6977,5753,24,113,10,6353,17033,5204,74591,51.40%,9.40%,7.70%,0.00%,0.20%,0.00%,8.50%,22.80%
jasminb/jsonapi-converter,1568,459,242,4,32,0,739,150,233,3194,49.10%,14.40%,7.60%,0.10%,1.00%,0.00%,23.10%,4.70%
brutusin/commons,87,3,12,14,1,0,8,31,2438,156,55.80%,1.90%,7.70%,9.00%,0.60%,0.00%,5.10%,19.90%
ihaolin/wechat,135,0,15,9,10,1,11,30,499,211,64.00%,0.00%,7.10%,4.30%,4.70%,0.50%,5.20%,14.20%
ohioit/rundeck-http-plugin,1139,514,5865,197,0,0,8790,193,1346,16698,6.80%,3.10%,35.10%,1.20%,0.00%,0.00%,52.60%,1.20%
darcy-framework/synq,142,3,12,2,16,0,29,46,1206,250,56.80%,1.20%,4.80%,0.80%,6.40%,0.00%,11.60%,18.40%
bingoohuang/logback-more-appenders,355,44,59,4,12,0,136,31,2408,641,55.40%,6.90%,9.20%,0.60%,1.90%,0.00%,21.20%,4.80%
agapsys/embedded-servlet-container,372,54,77,12,14,0,222,33,66,784,47.40%,6.90%,9.80%,1.50%,1.80%,0.00%,28.30%,4.20%
named-data/jndn,262,210,392,0,11,1,178,71,112,1125,23.30%,18.70%,34.80%,0.00%,1.00%,0.10%,15.80%,6.30%
rovats/java-utils,103,1,16,10,53,0,3,33,187,219,47.00%,0.50%,7.30%,4.60%,24.20%,0.00%,1.40%,15.10%
spotify/async-datastore-client,627,51,62,3,5,1,233,38,77,1020,61.50%,5.00%,6.10%,0.30%,0.50%,0.10%,22.80%,3.70%
ModeShape/modeshape-examples,3625,270,482,48,5,1,1507,359,1906,6297,57.60%,4.30%,7.70%,0.80%,0.10%,0.00%,23.90%,5.70%
MountCloud/ffmpeg-operate,104,1,17,8,19,1,6,22,381,178,58.40%,0.60%,9.60%,4.50%,10.70%,0.60%,3.40%,12.40%
probedock/probedock-demo-junit,256,11,22,4,41,1,1,93,107,429,59.70%,2.60%,5.10%,0.90%,9.60%,0.20%,0.20%,21.70%
dyorgio/cpu-watcher,165,165,550,5,10,1,361,43,16302,1300,12.70%,12.70%,42.30%,0.40%,0.80%,0.10%,27.80%,3.30%
datasift/datasift-java,746,122,156,2,39,0,350,60,1645,1475,50.60%,8.30%,10.60%,0.10%,2.60%,0.00%,23.70%,4.10%
metamx/emitter,468,178,1022,2,16,0,160,75,67899,1921,24.40%,9.30%,53.20%,0.10%,0.80%,0.00%,8.30%,3.90%
binance/binance-futures-connector-java,1455,256,1289,112,297,0,3713,192,844,7314,19.90%,3.50%,17.60%,1.50%,4.10%,0.00%,50.80%,2.60%
opentracing-contrib/java-concurrent,92,4,60,23,34,0,38,54,566,305,30.20%,1.30%,19.70%,7.50%,11.10%,0.00%,12.50%,17.70%
Bernardo-MG/repository-pattern-java,470,57,36,0,0,0,0,214,612,777,60.50%,7.30%,4.60%,0.00%,0.00%,0.00%,0.00%,27.50%
javacamp2022/pizza-lab,1369,134,105,2,11,0,692,262,231,2575,53.20%,5.20%,4.10%,0.10%,0.40%,0.00%,26.90%,10.20%
jiangxincode/SearchEngine,179,2,1,0,0,0,12,42,152,236,75.80%,0.80%,0.40%,0.00%,0.00%,0.00%,5.10%,17.80%
spring-projects/spring-analytics,2849,1018,288,10,0,0,525,1170,1255,5860,48.60%,17.40%,4.90%,0.20%,0.00%,0.00%,9.00%,20.00%
rhwayfun/spring-boot-rocketmq-starter,745,82,146,13,43,3,516,46,227,1594,46.70%,5.10%,9.20%,0.80%,2.70%,0.20%,32.40%,2.90%
dubasdey/portable-ftp-server,460,4,38,13,19,0,94,55,132,683,67.30%,0.60%,5.60%,1.90%,2.80%,0.00%,13.80%,8.10%
jillesvangurp/spring-depend,259,18,11,0,0,0,61,161,943,510,50.80%,3.50%,2.20%,0.00%,0.00%,0.00%,12.00%,31.60%
triologygmbh/reCAPTCHA-V2-java,656,76,102,13,9,0,1036,117,125,2009,32.70%,3.80%,5.10%,0.60%,0.40%,0.00%,51.60%,5.80%
amazon-archives/dynamodb-key-diagnostics-library,2258,830,279,12,4,1,992,141,331,4517,50.00%,18.40%,6.20%,0.30%,0.10%,0.00%,22.00%,3.10%
Skullabs/powerlib,131,1,15,5,7,1,46,51,612,257,51.00%,0.40%,5.80%,1.90%,2.70%,0.40%,17.90%,19.80%
javadelight/delight-fileupload,149,3,7,0,0,0,34,65,109,258,57.80%,1.20%,2.70%,0.00%,0.00%,0.00%,13.20%,25.20%
tv2norge-collab/java-serf-client,95,2,24,7,4,2,7,28,99,169,56.20%,1.20%,14.20%,4.10%,2.40%,1.20%,4.10%,16.60%
alibaba-rsocket-broker/rsocket-broker-gateway-mqtt,292,2,10,0,0,0,65,22,292,391,74.70%,0.50%,2.60%,0.00%,0.00%,0.00%,16.60%,5.60%
Scout24/yum-repo-server,4357,1384,1131,13,16,0,6513,1024,1807,14438,30.20%,9.60%,7.80%,0.10%,0.10%,0.00%,45.10%,7.10%
gondor/kbop,284,38,48,9,1506,0,11,185,1252,2081,13.60%,1.80%,2.30%,0.40%,72.40%,0.00%,0.50%,8.90%
alexvictoor/netty-livereload,301,12,52,8,16,4,188,39,355,620,48.50%,1.90%,8.40%,1.30%,2.60%,0.60%,30.30%,6.30%
jclawson/hazeltask,175,0,5,0,0,0,4,94,15629,278,62.90%,0.00%,1.80%,0.00%,0.00%,0.00%,1.40%,33.80%
audit4j/audit4j-core,380,1022,1654,20,10,0,452,157,1260,3695,10.30%,27.70%,44.80%,0.50%,0.30%,0.00%,12.20%,4.20%
bingo-oss/sso-client,760,247,643,11,1,0,2768,101,189,4531,16.80%,5.50%,14.20%,0.20%,0.00%,0.00%,61.10%,2.20%
javadev/jasper-xml-to-pdf-generator,1109,1076,585,8,9,1,1283,87,215,4158,26.70%,25.90%,14.10%,0.20%,0.20%,0.00%,30.90%,2.10%
buddycloud/buddycloud-server-java,988,4460,12259,3,1,0,1905,352,1012,19968,4.90%,22.30%,61.40%,0.00%,0.00%,0.00%,9.50%,1.80%
brutusin/json-provider,499,72,15,0,0,0,149,46,514,781,63.90%,9.20%,1.90%,0.00%,0.00%,0.00%,19.10%,5.90%
undera/perfmon-agent,408,13,37,0,0,0,97,60,928,615,66.30%,2.10%,6.00%,0.00%,0.00%,0.00%,15.80%,9.80%
jclawson/jackson-dataformat-hocon,38,0,0,0,0,0,0,18,671,56,67.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.10%
soulgalore/jdbcmetrics,231,0,2,0,0,0,0,74,1346,307,75.20%,0.00%,0.70%,0.00%,0.00%,0.00%,0.00%,24.10%
NetsOSS/embedded-jetty,564,30,50,16,14,2,303,91,102,1070,52.70%,2.80%,4.70%,1.50%,1.30%,0.20%,28.30%,8.50%
joestelmach/natty,376,1020,777,0,2,0,340,43,179,2558,14.70%,39.90%,30.40%,0.00%,0.10%,0.00%,13.30%,1.70%
mdewilde/podcast-parser,755,537,10355,0,0,0,442,86,9839,12175,6.20%,4.40%,85.10%,0.00%,0.00%,0.00%,3.60%,0.70%
dadiyang/wechat-client,803,166,213,12,19,2,743,229,279,2187,36.70%,7.60%,9.70%,0.50%,0.90%,0.10%,34.00%,10.50%
liuziyuan/retrofit-spring-boot-starter,2533,1047,464,5,0,0,344,1497,1065,5890,43.00%,17.80%,7.90%,0.10%,0.00%,0.00%,5.80%,25.40%
Bernardo-MG/java-patterns,264,27,32,0,0,0,0,124,800,447,59.10%,6.00%,7.20%,0.00%,0.00%,0.00%,0.00%,27.70%
SonarSource/sonar-auth-bitbucket,724,78,75,7,0,0,350,76,95,1310,55.30%,6.00%,5.70%,0.50%,0.00%,0.00%,26.70%,5.80%
opentracing-contrib/java-grpc,2972,75,254,29,360,0,547,506,2412,4743,62.70%,1.60%,5.40%,0.60%,7.60%,0.00%,11.50%,10.70%
googlegenomics/utils-java,1247,612,424,14,559,0,81871,94,684,84821,1.50%,0.70%,0.50%,0.00%,0.70%,0.00%,96.50%,0.10%
phylogeography/SPREAD,212,2858,4873,6,6,1,1552,68,169,9576,2.20%,29.80%,50.90%,0.10%,0.10%,0.00%,16.20%,0.70%
caelum/vraptor4,1594,2292,681,12,32,0,1282,1123,8873,7016,22.70%,32.70%,9.70%,0.20%,0.50%,0.00%,18.30%,16.00%
bingoohuang/westid,676,689,1003,0,1,0,440,84,340,2893,23.40%,23.80%,34.70%,0.00%,0.00%,0.00%,15.20%,2.90%
monkeymq/jgossip,661,18,66,7,22,3,320,68,67,1165,56.70%,1.50%,5.70%,0.60%,1.90%,0.30%,27.50%,5.80%
alb-i986/selenium-tinafw,1411,78,76,2,12,3,584,129,345,2295,61.50%,3.40%,3.30%,0.10%,0.50%,0.10%,25.40%,5.60%
chyxion/table-to-xls,1196,323,532,24,246,0,679,65,362,3065,39.00%,10.50%,17.40%,0.80%,8.00%,0.00%,22.20%,2.10%
pascalgn/jiracli,908,420,271,4,5,2,888,92,123,2590,35.10%,16.20%,10.50%,0.20%,0.20%,0.10%,34.30%,3.60%
wakaleo/maven-schemaspy-plugin,1428,816,760,6,0,0,3420,479,611,6909,20.70%,11.80%,11.00%,0.10%,0.00%,0.00%,49.50%,6.90%
OrderLab/OKLib,205,3077,13462,426,23454,2,239,160,4476,41025,0.50%,7.50%,32.80%,1.00%,57.20%,0.00%,0.60%,0.40%
ctapweb/AutoSubClause,551,115,30,0,82,0,388,41,3437,1207,45.70%,9.50%,2.50%,0.00%,6.80%,0.00%,32.10%,3.40%
couchbaselabs/couchbase-capi-server,772,122,481,35,747,0,890,70,502,3117,24.80%,3.90%,15.40%,1.10%,24.00%,0.00%,28.60%,2.20%
cilogi/gaeshiro,1409,52,59,11,57,0,378,78,912,2044,68.90%,2.50%,2.90%,0.50%,2.80%,0.00%,18.50%,3.80%
castagna/SARQ,939,267,359,4,45,0,916,64,650,2594,36.20%,10.30%,13.80%,0.20%,1.70%,0.00%,35.30%,2.50%
sylvainlaurent/swagger-validator-maven-plugin,1861,1487,295,9,20,0,764,101,217,4537,41.00%,32.80%,6.50%,0.20%,0.40%,0.00%,16.80%,2.20%
syphr42/prom,521,20,74,19,215,0,91,73,257,1013,51.40%,2.00%,7.30%,1.90%,21.20%,0.00%,9.00%,7.20%
fusepoolP3/p3-transformer-library,1088,299,822,47,226,3,2077,144,7052,4706,23.10%,6.40%,17.50%,1.00%,4.80%,0.10%,44.10%,3.10%
softlayer/softlayer-java,727,88,42,8,15,3,332,48,89,1263,57.60%,7.00%,3.30%,0.60%,1.20%,0.20%,26.30%,3.80%
ashenwgt/awesome-bdd-with-cucumber,268,14,9,1,5,0,0,248,4391,545,49.20%,2.60%,1.70%,0.20%,0.90%,0.00%,0.00%,45.50%
spotify/hadoop-openpgp-codec,508,107,218,10,15,0,60,173,137,1091,46.60%,9.80%,20.00%,0.90%,1.40%,0.00%,5.50%,15.90%
osinka/camel-beanstalk,965,317,277,13,286,0,402,99,5708,2359,40.90%,13.40%,11.70%,0.60%,12.10%,0.00%,17.00%,4.20%
InfoSec812/sonar-auth-google,434,31,69,8,1,0,262,91,228,896,48.40%,3.50%,7.70%,0.90%,0.10%,0.00%,29.20%,10.20%
magdel/MapNav,117,75,1519,9,0,0,56,61,2019,1837,6.40%,4.10%,82.70%,0.50%,0.00%,0.00%,3.00%,3.30%
99soft/guartz,610,82,85,12,9,3,160,50,5146,1011,60.30%,8.10%,8.40%,1.20%,0.90%,0.30%,15.80%,4.90%
amzn/amazon-instant-access-sdk-java,1520,157,126,22,112,3,900,219,341,3059,49.70%,5.10%,4.10%,0.70%,3.70%,0.10%,29.40%,7.20%
dropwizard-bundles/dropwizard-configurable-assets-bundle,2237,144,614,54,57,1,622,103,1039,3832,58.40%,3.80%,16.00%,1.40%,1.50%,0.00%,16.20%,2.70%
Ardesco/driver-binary-downloader-maven-plugin,2139,242,239,23,135,3,1326,132,1330,4239,50.50%,5.70%,5.60%,0.50%,3.20%,0.10%,31.30%,3.10%
jrkinley/flume-interceptor-analytics,276,11,51,0,0,0,68,47,14473,453,60.90%,2.40%,11.30%,0.00%,0.00%,0.00%,15.00%,10.40%
uniform-java/uniform,166,129,65,7,6,0,180,59,56,612,27.10%,21.10%,10.60%,1.10%,1.00%,0.00%,29.40%,9.60%
tinkerpop/furnace,153,1172,227,42,2,0,108,36,129,1740,8.80%,67.40%,13.00%,2.40%,0.10%,0.00%,6.20%,2.10%
avarabyeu/restendpoint,1346,141,166,18,8,0,550,93,7777,2322,58.00%,6.10%,7.10%,0.80%,0.30%,0.00%,23.70%,4.00%
Mercateo/rest-hateoas-client,606,154,216,1,0,0,198,213,372,1388,43.70%,11.10%,15.60%,0.10%,0.00%,0.00%,14.30%,15.30%
jboss/jboss-jstl-api_spec,493,69,69,0,0,0,197,71,103,899,54.80%,7.70%,7.70%,0.00%,0.00%,0.00%,21.90%,7.90%
jbarrez/activiti-neo4j,653,102,177,14,40,2,240,312,346,1540,42.40%,6.60%,11.50%,0.90%,2.60%,0.10%,15.60%,20.30%
pebbleblog/pebble,3385,332,247,7,5,5,4123,265,317,8369,40.40%,4.00%,3.00%,0.10%,0.10%,0.10%,49.30%,3.20%
proofpoint/cloud-management,1333,330,342,22,22,2,1330,327,233,3708,35.90%,8.90%,9.20%,0.60%,0.60%,0.10%,35.90%,8.80%
wouterd/docker-maven-plugin,438,100,177,4,8,2,215,54,872,998,43.90%,10.00%,17.70%,0.40%,0.80%,0.20%,21.50%,5.40%
davidmoten/rxjava-jdbc,1489,1227,678,4,24,0,1019,134,1104,4575,32.50%,26.80%,14.80%,0.10%,0.50%,0.00%,22.30%,2.90%
ChannelApe/shopify-sdk,1225,1765,3669,228,2115,3,4198,265,3801,13468,9.10%,13.10%,27.20%,1.70%,15.70%,0.00%,31.20%,2.00%
googlegenomics/dataflow-java,2807,1039,263,0,0,0,1277,115,12127,5501,51.00%,18.90%,4.80%,0.00%,0.00%,0.00%,23.20%,2.10%
purecloudlabs/elasticsearch-lambda,593,121,44,9,45,3,208,82,491,1105,53.70%,11.00%,4.00%,0.80%,4.10%,0.30%,18.80%,7.40%
offbynull/portmapper,234,47,18,2,6,0,34,52,512,393,59.50%,12.00%,4.60%,0.50%,1.50%,0.00%,8.70%,13.20%
Azure-Samples/cassandra-proxy,266,11,21,1,6,0,88,31,60,424,62.70%,2.60%,5.00%,0.20%,1.40%,0.00%,20.80%,7.30%
zman2013/scuttlebutt,511,22,32,7,63,5,115,91,71,846,60.40%,2.60%,3.80%,0.80%,7.40%,0.60%,13.60%,10.80%
sdorra/ldap-unit,187,17,39,6,6,0,46,23,57,324,57.70%,5.20%,12.00%,1.90%,1.90%,0.00%,14.20%,7.10%
j-easy/easy-flows,282,18,20,3,1,0,84,27,38,435,64.80%,4.10%,4.60%,0.70%,0.20%,0.00%,19.30%,6.20%
arquillian/arquillian-container-openshift,364,34,26,6,4,0,63,62,44,559,65.10%,6.10%,4.70%,1.10%,0.70%,0.00%,11.30%,11.10%
imagej/example-script-collection,1162,71,28,4,8,1,0,243,367,1517,76.60%,4.70%,1.80%,0.30%,0.50%,0.10%,0.00%,16.00%
ronmamo/reflections,159,57,52,0,1,0,90,77,89,436,36.50%,13.10%,11.90%,0.00%,0.20%,0.00%,20.60%,17.70%
vbauer/herald,334,39,47,3,61,2,189,51,118,726,46.00%,5.40%,6.50%,0.40%,8.40%,0.30%,26.00%,7.00%
uia4j/uia-sim,365,31,443,42,622,1,185,56,985,1745,20.90%,1.80%,25.40%,2.40%,35.60%,0.10%,10.60%,3.20%
spotify/trickle,292,51,39,8,45,0,41,103,57,579,50.40%,8.80%,6.70%,1.40%,7.80%,0.00%,7.10%,17.80%
davidmoten/rxjava-file,305,8,52,2,60,1,48,34,1828,510,59.80%,1.60%,10.20%,0.40%,11.80%,0.20%,9.40%,6.70%
neo4j/license-maven-plugin,131,72,120,11,141,2,54,79,127,610,21.50%,11.80%,19.70%,1.80%,23.10%,0.30%,8.90%,13.00%
GoogleCloudPlatform/appengine-angular-guestbook-java,283,22,30,3,2,0,188,19,140,547,51.70%,4.00%,5.50%,0.50%,0.40%,0.00%,34.40%,3.50%
gwtplus/google-gin,0,0,0,0,0,0,977,0,0,977,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
majusko/grpc-jwt-spring-boot-starter,783,147,69,4,8,0,80,452,6543,1543,50.70%,9.50%,4.50%,0.30%,0.50%,0.00%,5.20%,29.30%
Graylog2/gelfclient,700,174,80,6,7,1,217,151,557,1336,52.40%,13.00%,6.00%,0.40%,0.50%,0.10%,16.20%,11.30%
square/javawriter,0,0,0,0,0,0,2332,0,0,2332,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%
microsoft/Git-Credential-Manager-for-Mac-and-Linux,792,148,168,8,59,2,871,73,3252,2121,37.30%,7.00%,7.90%,0.40%,2.80%,0.10%,41.10%,3.40%
apache/dubbo-rpc-jsonrpc,288,23,29,7,2,0,179,22,102,550,52.40%,4.20%,5.30%,1.30%,0.40%,0.00%,32.50%,4.00%
mariofusco/lambdaj,217,1785,495,2,2,0,216,75,72,2792,7.80%,63.90%,17.70%,0.10%,0.10%,0.00%,7.70%,2.70%
kevinsawicki/http-request,338,34,73,2,63,2,11689,86,499,12287,2.80%,0.30%,0.60%,0.00%,0.50%,0.00%,95.10%,0.70%
opencharles/charles-rest,562,135,131,7,0,0,562,44,3079,1441,39.00%,9.40%,9.10%,0.50%,0.00%,0.00%,39.00%,3.10%
proofpoint/event-collector,900,713,461,4,16,2,657,167,5024,2920,30.80%,24.40%,15.80%,0.10%,0.50%,0.10%,22.50%,5.70%
webjars/webjars-locator,276,41,69,4,0,0,155,23,3768,568,48.60%,7.20%,12.10%,0.70%,0.00%,0.00%,27.30%,4.00%
amplafi/htmlcleaner,103,566,253,0,0,0,117,29,35050,1068,9.60%,53.00%,23.70%,0.00%,0.00%,0.00%,11.00%,2.70%
dsmiley/SOLR-2155,414,362,323,3,17,1,340,98,142,1558,26.60%,23.20%,20.70%,0.20%,1.10%,0.10%,21.80%,6.30%
xedin/disruptor_thrift_server,195,92,2690,214,3451,0,8510,181,71619,15333,1.30%,0.60%,17.50%,1.40%,22.50%,0.00%,55.50%,1.20%
zhangyingwei/cockroach,494,189,168,10,15,0,464,51,637,1391,35.50%,13.60%,12.10%,0.70%,1.10%,0.00%,33.40%,3.70%
JavaMoney/jsr354-ri-bp,280,1317,4561,0,0,0,812,333,22482,7303,3.80%,18.00%,62.50%,0.00%,0.00%,0.00%,11.10%,4.60%
ManfredTremmel/gwt-commons-lang3,86,416,72,11,30,0,3148,61,7851,3824,2.20%,10.90%,1.90%,0.30%,0.80%,0.00%,82.30%,1.60%
MagicTheGathering/mtg-sdk-java,536,7742,19058,435,3,0,4087,153,714,32014,1.70%,24.20%,59.50%,1.40%,0.00%,0.00%,12.80%,0.50%
pagehelper/Mybatis-PageHelper,448,1926,1750,2,9,0,604,89,21698,4828,9.30%,39.90%,36.20%,0.00%,0.20%,0.00%,12.50%,1.80%
laforge49/JID,191,2348,1864,20,3263,0,117,76,6823,7879,2.40%,29.80%,23.70%,0.30%,41.40%,0.00%,1.50%,1.00%
alexnederlof/Jasper-report-maven-plugin,269,149,108,0,0,0,199,39,149132,764,35.20%,19.50%,14.10%,0.00%,0.00%,0.00%,26.00%,5.10%
boundary/high-scale-lib,37,6562,2985,412,4254,0,16248,33,281924,30531,0.10%,21.50%,9.80%,1.30%,13.90%,0.00%,53.20%,0.10%
